title,abstract,wosarticle__py,keywords,relevance
Carbon capture and storage (CCS) technologies and economic investment opportunities in the UK,"This article reviews the role played by carbon and capture (CCS) technologies in order to facilitate the transition to low-carbon emitting technologies in the medium-term. More precisely, we address the following central questions: how will the development of CCS technologies impact energy policies in order to yield to sustainable energy solutions? At what costs will pollution reductions be achieved? And most importantly, which CCS technologies will turn out to offer the most effective and efficient solution to handle the challenge of the increased demand for energy within the context of the climate change? We critically assess the technology readiness levels of various CCS technologies - post-combustion capture, pre-combustion capture, amine scrubbing, oxyfuel, integrated gasification combined cycle, calcium looping and chemical looping - based on the best available evidence to date. Copyright © 2010 Inderscience Enterprises Ltd.",2010,,No (2)
Soil organic carbon stocks in Laos: spatial variations and controlling factors,"Surface soils, which contain the largest pool of terrestrial organic carbon (C), may be able to sequester atmospheric C and thus mitigate climate change. However, this remains controversial, largely due to insufficient data and knowledge gaps in respect of organic C contents and stocks in soils and the main factors of their control. Up to now and despite numerous evaluations of soil organic carbon (SOC) stocks worldwide, the sloping lands of southeast Asia, one of the most biogeochemically active regions of the world, remain uninvestigated. Our main objective was to quantify SOC stocks and to evaluate the impact of various environmental factors. We, therefore, selected Laos with 230 566 km2 of mostly forested steep slopes, and where cultivation is still mainly traditional, i.e. a system of shifting cultivation without fertilization or mechanical tillage. Analytical data from 3471 soil profiles demonstrated that the top 1 m of soil depth holds an estimated 4.64 billion tons of SOC, 65% of which is in the first 0.3 m. SOC stocks to 0.3 m exhibit a high coefficient of variation (CV=62%) with values from 1.8 to 771 Mg C ha-1 and a mean at 129 Mg C ha-1. Furthermore, these stocks are significantly (at P < 0.05 level) affected by land use as shown by principal components analysis and t-tests with the largest amount being found under forest, less under shifting cultivation and the smallest under continuous cultivation. Moreover, SOC stocks correlated regionally to total annual rainfalls and latitude, and locally at the hill-slope level to the distance to the stream network and the slope angle. It is hypothesized that this correlation is through actions on mineral weathering, soil clay content, soil fertility and SOC redistributions in landscapes. These relationships between SOC stocks and environmental factors may be of further use in (1) predicting the impact of global changes on future SOC stocks; and (2) identifying optimal strategies for land use planning so as to minimize soil C emissions to the atmosphere while maximizing carbon sequestration in soils.",2010,controlling factors; Laos; SOC stocks; spatial distribution,No (2)
Greenhouse gas emissions from electricity generating CCS upstream and downstream transport processes,"Headline figures suggest carbon capture and storage (CCS) technology will capture 90% or more of the CO 2 produced by a power plant. While this may be true at the stack, on a full life-cycle basis the greenhouse gas (GHG) savings offered are more modest thanks to significant resource consumption in upstream and downstream processes. Our analysis suggests that life-cycle GHG emissions can be reduced to approximately 170gCO 2/kWh for an integrated gasification combined cycle (IGCC) plant with 90% capture efficiency. This still represents around an 80% saving compared to conventional coal plant, but is considerably higher than the better-performing renewables such as wind that produces only 10-30gCO 2/kWh in good locations. This paper examines the origin and importance of upstream and downstream CCS GHG emissions, in particular identifying those associated with transport processes. Sensitivity studies investigate which major characteristics of a CCS system are likely to have an important impact on transport GHG emissions. The scope for combining biofuels with CCS in order to improve life-cycle performance is considered. In principle BioCCS could produce a system with overall negative atmospheric GHG emissions. However, that potential is constrained by emissions arising from the production and transportation of biofuels. Finally, some general conclusions for design approaches for CCS systems aimed at minimizing system GHG emissions are drawn. Some key areas of uncertainty are also identified for further work.",2010,,No (2)
"Synergies between the mitigation of, and adaptation to, climate change in agriculture","There is a very significant, cost effective greenhouse gas (GHG) mitigation potential in agriculture. The annual mitigation potential in agriculture is estimated to be 4200, 2600 and 1600 Mt CO2 equiv/yr at C prices of 100, 50 and 20 US$/t CO2 equiv, respectively. The value of GHG mitigated each year is equivalent to 420 000, 130 000 and 32 000 million US$/yr for C prices of 100, 50 and 20 US$/t CO2 equiv, respectively. From both the mitigation and economic perspectives, we cannot afford to miss out on this mitigation potential. The challenge of agriculture within the climate change context is two-fold, both to reduce emissions and to adapt to a changing and more variable climate. The primary aim of the mitigation options is to reduce emissions of methane or nitrous oxide or to increase soil carbon storage. All the mitigation options, therefore, affect the carbon and/or nitrogen cycle of the agroecosystem in some way. This often not only affects the GHG emissions but also the soil properties and nutrient cycling. Adaptation to increased variability of temperature and rainfall involves increasing the resilience of the production systems. This may be done by improving soil water holding capacities through adding crop residues and manure to arable soils or by adding diversity to the crop rotations. Though some mitigation measures may have negative impacts on the adaptive capacity of farming systems, most categories of adaptation options for climate change have positive impacts on mitigation. These include: (1) measures that reduce soil erosion, (2) measures that reduce leaching of nitrogen and phosphorus, (3) measures for conserving soil moisture, (4) increasing the diversity of crop rotations by choices of species or varieties, (5) modification of microclimate to reduce temperature extremes and provide shelter, (6) land use change involving abandonment or extensification of existing agricultural land, or avoidance of the cultivation of new land. These adaptation measures will in general, if properly applied, reduce GHG emissions, by improving nitrogen use efficiencies and improving soil carbon storage. There appears to be a large potential for synergies between mitigation and adaptation within agriculture. This needs to be incorporated into economic analyses of the mitigation costs. The inter-linkages between mitigation and adaptation are, however, not very well explored and further studies are warranted to better quantify short-and long-term effects on suitability for mitigation and adaptation to climate change. In order to realize the full potential for agriculture in a climate change context, new agricultural production systems need to be developed that integrate bioenergy and food and feed production systems. This may possibly be obtained with perennial crops having low-environmental impacts, and deliver feedstocks for biorefineries for the production of biofuels, biomaterials and feed for livestock.",2010,,No (2)
Strength study on fly ash based eco friendly geopolymer concrete,"Ordinary Portland cement is a major construction material worldwide. The net cement production is expected to reach 2 billion tonnes in 2010. The major increases will take place in China and India. The global cement industry contributes about 7% of the total man made green house gas emissions to the earth's atmosphere, more than the airline industries. This Research is aimed to give awareness about the green house gas emissions from the cement manufacturing industries and the methods of reducing this by the fully using fly ash in concrete. On the other hand, the climate change due to global warming, one of the greatest environmental issues has become a major concern during the last one decade. The global warming is caused by the emission of greenhouse gases, such as CO2, to the atmosphere by human activities. Among the greenhouse gases, CO2 contributes about 65% of global warming. The cement industry is responsible for about 7% of all CO2 emissions, because the production of one ton of Portland cement emits approximately one ton of CO2 into the atmosphere Although the use of Portland cement is still unavoidable until the foreseeable future, many efforts are being made in order to reduce the use of Portland cement in concrete. In terms of reducing the global warming, the geopolymer technology could reduce the CO2 emission to the atmosphere caused by cement and aggregates industries by about 80% Inspired by the Geopolymer technology and the fact that fly ash is a waste material abundantly available. This study is aimed to achieve M20 grade of concrete using the basic materials like Fine Aggregate, Coarse Aggregate and the binder material as fly ash. Various properties like Workability, Initial setting time, compressive strength and Split tensile Strength has been studied and compared with conventional concrete.",2010,,No (2)
Profile storage of organic/inorganic carbon in soil: From forest to desert,"Understanding the distribution of organic/inorganic carbon storage in soil profile is crucial for assessing regional, continental and global soil C stores and predicting the consequences of global change. However, little is known about the organic/inorganic carbon storages in deep soil layers at various landscapes. This study was conducted to determine the soil organic/inorganic carbon storage in soil profile of 0-3 m at 5 sites of natural landscape from forest to desert. Landscapes are temperate forest, temperate grassland, temperate shrub-grassland, temperate shrub desert, and temperate desert. Root mass density and carbon contents at the profile were determined for each site. The results showed that considerable decrease in root biomass and soil organic carbon content at the soil profile of 0-3 m when landscape varied from forest to desert along a precipitation gradient, while soil inorganic carbon content increased significantly along the precipitation gradient. Namely, for density of soil organic carbon: forest > grassland > shrub-grassland > shrub desert > desert; for density of soil inorganic carbon: forest, grassland < shrub-grassland < shrub desert < desert (P<0.05 in all cases). In landscapes other than forest, more than 50% soil carbon storage was found in 1-3 m depth. For grassland and shrub-grassland, the contribution from 1-3 m was mainly in the form of organic carbon, while for shrub desert and desert the contribution from this depth was mainly in the form of inorganic carbon. The comparison of soil C storage between top 0-1 m and 1-3 m showed that the using top 1 m of soil profile to estimate soil carbon storages would considerably underestimate soil carbon storage. This is especially true for organic soil carbon at grassland region, and for soil inorganic carbon at desert region. (C) 2010 Elsevier B.V. All rights reserved.",2010,Landscape type; Deep soil; Precipitation gradient; Root density,No (2)
"Investing in human and natural capital: An alternative paradigm for sustainable development in Awassa, Ethiopia","Ethiopia remains underdeveloped due to limitations in natural, human, social and built capital. A 2006 scientific atelier conducted in the city of Awassa. Ethiopia investigated investments in human and natural capital as a sustainable development strategy. Local stakeholders identified firewood shortages, degradation of croplands, rising lake levels encroaching on croplands and poor water quality as major impediments to development. They further identified ecological degradation as a key component of these problems, and they acknowledged multiple vicious cycles compounding the environmental and economic threats to the Awassa community. Proposed solutions included investment in natural capital in the form of reforestation activities, investment in human capital in the form of promoting more efficient wood stoves along with increasing public awareness of environmental threats, and investments in social capital in the form of inter-institutional coordination to address environmental problems. All recommended investments rely primarily on national resources, in distinct contrast to the extensive imports required for most built capital investments. Unfortunately, Awassa lacks the surplus necessary for major capital investments of any kind. The atelier therefore helped local participants identify potential funders and write grant proposals for various projects, though none have been funded so far. Reversing the ecological degradation on the scale necessary for sustained economic development in Ethiopia however will require a steady flow of substantial investments, and cannot rely solely on the short term generosity of funders. International payments for carbon sequestration and other ecosystem services could help provide the necessary resources. (C) 2009 Elsevier B.V. All rights reserved.",2010,Natural capital; Human capital; Ethiopia; Reforestation; Ecosystem services; Carbon,No (2)
"The biochar approach: A complementary use of waste biomass for renewable energy production, carbon sequestration and soil fertility enhancement","Extraordinary demands are being placed on agricultural systems to produce food, fiber and energy. Biomass burning and the removal of crop residues reduce carbon in soil and vegetation, which has implications for soil fertility and the global carbon cycle. Pyrolysis of waste biomass generates fuels and biochar (charcoal) recalcitrant against decomposition. The process of pyrolysis or carbonization is known globally. It can be implemented on a small scale (e.g., cooking stove) as well as a large scale (e.g., biorefinery) and in most agricultural systems. Biochar offers unique options to address issues emerging from the conflicts and complementarities between cultivating crops for different purposes, such as for energy or for CO2 sequestration or for food and the impacts on food security, soil degradation, water, and biodiversity. Biochar is proposed as a soil amendment in environments with low carbon sequestration capacity and previously carbon-depleted soils (especially in the Tropics). From recent studies it is known that biochar amendments to soil increase and maintain fertility and the human-made Terra Preta soils in the Amazon prove that infertile soils can be transformed into fertile soils and long-term SOC enrichment is feasible even in environments with low carbon sequestration capacity. The prospects are to increase the sustainability of land use, establish a large carbon sink, reducing the rate of deforestation and competition between different land use purposes through waste biomass utilization. This chapter reviews the potential of waste biomass utilizations, the importance of the soil organic carbon pool for climate and explains our options to manage this carbon pool by biochar carbon sequestration. © 2010 Nova Science Publishers, Inc. All rights reserved.",2010,,Yes (1)
"BP chief stresses energy diversity, competition","BP PLC Chief Executive Tony Hayward explains why diversity, competition, and efficiency will be the key factors for balancing energy security, employment, and economic development with combating global climate change. BP's projections suggest that the world will need 45% more energy in 2030 than it consumes now, and double current demand by 2050. Nuclear energy and biofuels also will play a part, and carbon capture technology could be commercially deployed by 2030. Investment will flow if policymakers provide a clear and stable framework for investment in both low-carbon energy and fossil fuels. Offshore wind is, too, especially when compared with onshore wind, which is now an attractive business for BP in the US. Hayward said that without a credible and enduring framework, it would not be possible for industry to invest at the scale necessary to maintain.",2010,,No (2)
Geoengineering: From science fantasy to reality,"Risky geoengineering solutions are increasingly seen as a viable option for combating global warming. Advanced research is under way on ambitious methods to alter the earth's climate, from increasing the planet's reflectivity, by seeding the atmosphere with SO 2, to altering the composition of its oceans to increase CO 2 absorption. A study from the US House of Representatives' Committee on Science and Technology - Geoengineering the climate: research needs and strategies for international co-ordination - has been released. Possible solutions fall into two broad categories - those that reduce the amount of sunlight reaching the earth - so-called solar-radiation management (SRM) - and those that provide ways to remove CO 2 from the atmosphere and store it. CO 2-removal technology is already under development in the form of carbon capture and storage, but the possibility of stripping CO 2 directly, or indirectly from the atmosphere is also being considered. Technologies for stripping CO 2 from the atmosphere an another CO 2-absorption technology, biochar production, are discussed.",2010,,Yes (1)
Fluidised bed co-gasification of coal and biomass under oxy-fuel conditions,"Fluidised bed gasifiers are the preferred option to utilise low value coal, biomass and waste. However, fluidised bed gasifiers are traditionally air rather than oxygen-blown to avoid high temperatures in the gasifier leading to ash melting and loss of fluidisation. Therefore the flue gas of a possible FB-IGCC plant would be diluted by nitrogen, making expensive N 2-CO2 separation technology necessary for subsequent capture and storage of the CO2 (CCS). To overcome this disadvantage, an oxy-fuel process is proposed, where the bed is fluidised with recycled flue gas (mainly CO2) and oxygen. A laboratory scale fluidised bed gasifier capable to operate up to 1000°C and 20 bar was set up to study the implications of oxy-fuel firing on flue gas composition and overall operability of the gasifier. High carbon conversions were achieved at 950°C with CO 2 as gasification agent. At that temperature, the addition of O 2 generated some agglomeration in the bed, leading to lower conversions. At lower temperatures, O2 addition increased carbon conversion, but not the heating value of the gases. The addition of steam enabled the gasifier to operate at lower temperatures without decreasing conversion and to increase the hydrogen content of the fuel gas. Pressure on the other hand produced a decrease in carbon conversion, mainly above 10 bars, due to a larger formation of secondary char with the subsequent loss in reactivity. These results show that oxy-fuel firing of a fluidised bed gasifier could be a promising route to avoid N2 dilution of the fuel gas and enable integration of fluidised bed gasification with CCS technology.",2010,,No (2)
Modern meters help europe get Water-smart,"Smart grids and meters are helping to modernize water utility companies as the benefits delivered by both technologies in the reduction of carbon emissions are immense. Smart grids are efficient and flexible systems, requiring increased network control and provide stronger links to customers. Smart meters on the other hand, ensure that customers and utility providers are aware of the amount of energy or water they am using, so they can adjust consumption if need be. Smart meters also enable utilities to vary the price of electricity in real-time, which means that consumers am able to use less energy at times of higher demand, thereby cutting emissions, costs and pressure on the grid. The most important benefit of smart meters is the provision of display devices that show water use in real-time to help customers detect leaks. Smart metering also allows water utilities to detect leaks themselves. Smart metering allows energy managers to access detailed information to cost-optimize, strategically align and pool the energy consumption within their operation to produce the greatest efficiencies.",2010,,No (2)
Study measures carbon storage in grasslands,"Scientists at the Lancaster Environment Center, Lancaster University, have conducted a ""pound""650,000 research work to determine the amount of carbon stored in the UK grasslands and find out if it could potentially store even more. This study would contribute to climate-change mitigation, as carbon locked in soils is not being released into the atmosphere where it contributes to global warming. The study will improve understanding of how grassland can be managed to protect carbon stored in soil. A major part of the project is a national survey to measure how much carbon is stored in UK grasslands and how this carbon is affected by the way that grasslands are managed. The researchers are aimed to provide a scientific basis for the management of carbon storage in UK grassland, helping offset carbon emissions while also providing other potential benefits to the ecosystem.",2010,,Yes (1)
"Desertification in Pakistan: Causes, impacts and management","The natural resource base of land, water and vegetation in arid and semi arid areas is highly fragile and extremely vulnerable to degradation. Increasing population along with the demand for more food, fodder and fuelwood has given rise to a chain of interrelated economic, social and environmental issues associated with the land degradation. Desertification is essentially a result of soil degradation. A variety of natural and human factors are contributing to desertification, including drought, overgrazing, over exploitation of land and water resources, over cultivation of marginal lands, deforestation, soil erosion, water logging and salinity and the use of inappropriate agricultural technologies. The consequences of this are: abandoned croplands, affected by waterlogging and salinity; abandoned villages, traditional irrigation systems and croplands desertified by deteriorated groundwater aquifers or lowering of the water table; siltation of rivers, irrigation systems and reservoirs; landslides in hilly areas. The desertification leads to agricultural productivity losses and enhance poverty. It also causes significant reductions in carbon storage in soils, contributing to global warming, and loss of biodiversity. Various approaches are being applied to combat the menace of desertification. Introduction of rapid growing exotic species of trees and grasses for stabilization of shifting sand dunes; creation of microclimates through shelterbelt plantation have proved highly successful towards the control of desertification. Sustainable land management (SLM), soil and water conservation, afforestation and rehabilitation of degraded land, repetitive high resolution satellite images, delineation and mapping of affected areas, remote sensing and geographic information systems (GIS) arc likely to be suitable strategies for combating desertification in Pakistan. The efforts already underway to combat desertification need to be strengthened and integrated through a nationally supported, coordinated and monitored system.",2010,Agriculture; desertification; land degradation; deforestation; salinity; soil erosion,No (2)
Trade-offs between ecosystem services: Water and carbon in a biodiversity hotspot,"Carbon sequestration by afforestation can help mitigate global climate change but may have adverse environmental and economic impacts in some regions. For example, economic incentives for carbon sequestration may encourage the expansion of Pinus radiata timber plantations in the Fynbos biome of South Africa, with negative consequences for water supply and biodiversity. I built a dynamic ecological-economic model to investigate whether afforestation of a Fynbos catchment with Pinus radiata is economically viable when the potential benefits of carbon sequestration and timber production are balanced against the losses to water supply. I found that afforestation appears viable to the forestry industry under current water tariffs and current carbon accounting legislation, but would appear unviable if the forestry industry were to pay the true cost of water used by the plantations. I also found that under various plausible future economic scenarios. afforestation can be associated with either large future economic gains or losses, suggesting a need for future analyses based on branches of decision theory that deal with severe uncertainty. I conclude with a general recommendation that climate legislation should be explicit about the conditions under which afforestation for carbon sequestration of native vegetation is a legitimate climate mitigation strategy. (C) 2010 Elsevier B.V. All rights reserved.",2010,Trade-offs between ecosystem services; Afforestation; Carbon sequestration; Water resources; Fynbos; Pinus radiata,Yes (1)
A synthesis of the science on forests and carbon for U.S. Forests,"Forests play an important role in the U.S. and global carbon cycle, and carbon sequestered by U.S. forest growth and harvested wood products currently offsets 12-19% of U.S. fossil fuel emissions. The cycle of forest growth, death, and regeneration and the use of wood removed from the forest complicate efforts to understand and measure forest carbon pools and flows. Our report explains these processes and examines the science behind mechanisms proposed for increasing the amount of carbon stored in forests and using wood to offset fossil fuel use. We also examine the tradeoffs, costs, and benefits associated with each mechanism and explain how forest carbon is measured. Current forests are recovering from past land use as agriculture, pasture, or harvest, and because this period of recovery will eventually end, the resulting forest carbon sink will not continue indefinitely. Increased fertilization from atmospheric nitrogen deposition and increased atmospheric carbon dioxide may also be contributing to forest growth. Both the magnitude of this growth and the future of the carbon sink over the next hundred years are uncertain. Several strategies can increase forest carbon storage, prevent its loss, and reduce fossil fuel consumption (listed in order of increasing uncertainty or risk): • Avoiding deforestation retains forest carbon and has many co-benefits and few risks. • Afforestation increases forest carbon and has many co-benefits. Afforesting ecosystems that do not naturally support forests can decrease streamflow and biodiversity. • Decreasing harvests can increase species and structural diversity, with the risk of products being harvested elsewhere and carbon loss in disturbance. • Increasing the growth rate of existing forests through intensive silviculture can increase both forest carbon storage and wood production, but may reduce stream flow and biodiversity. • Use of biomass energy from forests can reduce carbon emissions but will require expansion of forest management and will likely reduce carbon stored in forests. • Using wood products for construction in place of concrete or steel releases less fossil fuel in manufacturing. Expansion of this use mostly lies in the non-residential building sector and expansion may reduce forest carbon stores. • Urban forestry has a small role in sequestering carbon but may improve energy efficiency of structures. • Fuel treatments trade current carbon storage for the potential of avoiding larger carbon losses in wildfire. The carbon savings are highly uncertain. Each strategy has risks, uncertainties, and, importantly, tradeoffs. For example, avoiding deforestation or decreasing harvests in the U.S. may increase wood imports and lower forest carbon elsewhere. Increasing the use of wood or forest biomass energy will likely reduce carbon stores in the forest and require expansion of the area of active forest management. Recognizing these tradeoffs will be vital to any effort to promote forest carbon storage. Climate change may increase disturbance and forest carbon loss, potentially reducing the effectiveness of management intended to increase forest carbon stocks. Finally, most of these strategies currently do not pay enough to make them viable. Forests offer many benefits besides carbon, and these benefits should be considered along with carbon storage potential. © The Ecological Society of America.",2010,anthropogenic effect; carbon cycle; carbon dioxide; carbon sequestration; climate change; cost-benefit analysis; deforestation; emission control; forest cover; forest management; silviculture; wood; United States,Yes (1)
Inundating contrasting boreal forest soils: CO2 and CH4 production rates,"Flooding boreal forest ecosystems for hydroelectric power generation may release substantial amounts of carbon (C) to the atmosphere, contributing to global warming. The objectives of this study were to evaluate CO2 and CH4 production rates using spring/fall (14 degrees C) and summer (21 degrees C) temperatures under non-flooded and flooded conditions. Incubation temperatures represented the mean annual air temperature in May and September (14 degrees C), and in July (21 degrees C). Greenhouse gas production rates were quantified using laboratory incubations of 2 contrasting soil types (Humo-Ferric Podzol [very dry, mineral] and a Histic Folisol [moist, organic]) collected at the Experimental Lakes Area in northwestern Ontario, Canada. The mean production rate of CO2 and CH4 in the headspace of the incubation jars was significantly influenced by temperature, flooding and soil type. Results showed that the mean CO2 (65 [Podzol]; 43 [Folisol]) and CH4 (0.06 [Podzol]; 0.06 [Folisol]) production rates (mu g.g(-1).d(-1)) were significantly higher (P < 0.05) at 21 degrees C and in flooded treatments from both soil types. The greatest CO2 and CH4 production rates (mu g.g(-1).d(-1)) occurred from the Folisol (110 [CO2]; 0.03 [CH4]) and the L and FH horizons of the Podzol (250 [CO2]; 0.05 [CH4]). Q(10) values showed that decomposition of soil organic matter was more temperature dependent in non-flooded treatments, with values ranging from 1.57 to 5.03, than in flooded treatments (1.31 to 3.58). The greatest loss of soil organic carbon relative to the original C content (g.m(-2)) occurred in the Ah horizon of the Podzol in non-flooded (0.01% [14 degrees C]; 0.02% [21 degrees C]) and flooded (0.02% [14 degrees C]; 0.03% [21 degrees C]) treatments and at both temperatures. Information presented in this paper helps to evaluate how 2 contrasting soil types (Podzol and Folisol) responded to flooding and provided further insight into the dynamics of greenhouse gas (GHG) production rates as a result of hydroelectric reservoir creation. This will aid in future planning, construction, and management of hydroelectric reservoirs to help minimize GHG emissions and boreal forest disturbance.",2010,boreal forest; flooding; greenhouse gas emissions; hydroelectric reservoirs; microbial respiration; Q(10); soil organic carbon,No (2)
"Global warming, transnational communities, and economic entrepreneurship: The case of carbon capture and storage (CCS)","Introduction, The oil crises in the 1970s made national governments in countries such as the USA, Japan, Germany, Israel, Denmark, Sweden, and many others aware of their oil dependence and the threat to national security it created. At the same time, there was greater public awareness of the environmental problems created by carbon-based energy systems. National policies were put in place to promote new “clean” energy systems, such as solar, wind, wave, and bio-energy. Policy instruments varied between subsidies – such as “feed-in tariffs” or subsidized prices to owners of wind or solar energy production infrastructure when they sell electricity to the public grid in countries such as Japan or Germany – tax relief (as in the USA), and government funding for R&D investments. During the 1970s and 1980s, these national R&D efforts were supported by NGOs and reinforced by industrial entrepreneurs and suppliers of technology. These national technological systems of innovation developed green technologies and made the new energy systems more efficient and hence more competitive with carbon-based energies (Jakobsson et al. 2002). Such developments were endorsed and encouraged by a number of transnational institutions. In the course of the 1970s, there was a rift between the “green” movement, promoting “clean and green” technology solutions that at the time were inefficient and seemed to be of little economic significance, and “industrial interests,” promoting economic growth while generating pollution. At the time, only a minority saw the possibility of a compromise between these positions. © Cambridge University Press 2010.",2010,,No (2)
Judging ARPA-E,"The Advanced Research Projects Agency, Energy (ARPA-E), aimed towards technological advancements, created by the US Bush administration, has received $400 million in funding under the American Recovery and Reinvestment Act. The mission of ARPA-E is to enhance US economic security by identifying technologies with the potential to substantially reduce energy imports from foreign sources, reduce energy-related greenhouse gas emissions, and improve efficiency across the energy spectrum. The agency has received a second round to funding for $100 million for advanced carbon capture technologies, high-energy storage batteries for electric and hybrid electric vehicles, and new approaches to making liquid fuels without using petroleum or biomass. Critics of the program have however stated that government's role should be restricted to funding the technology and decision of products coming into the market depends on availability of materials in sufficient quantities.",2010,,No (2)
Life Cycle Assessment Integrated into Positive Mathematical Programming: A Conceptual Model for Analyzing Area-Based Farming Policy,"The objective of this study was to integrate process life cycle assessment (LCA) into an activity-based microeconoinic model of production to quantify environmental impacts induced by economic incentives imposed on individual producers. The economic incentives may include price changes, technological innovations and governmental taxes/subsidies that are beyond the scope of Input-Output-based LCA. In this approach, however, traditional normative activity analysis hardly reproduces the observed input variables referred to as ""reference point"", as is often the case with linear programming model widely used for farm management. Consequently, the resultant LCA deviates from the original LCA that is evaluated at the reference point. This study made an attempt to bridge the gap between the theoretically derived LCA and the original process LCA by introducing the positive mathematical programming (PMP) approach, which was established by Howitt. The PMP-based LCA was applied to conventional and reduced tillage farming systems in Hokkaido, northern Japan, to consider its potential for analyzing an area-based farm policy and to discuss several limitations to be addressed in future research.",2010,activity analysis; economic incentive; global warming; reduced tillage; soil carbon sequestration,No (2)
Climate geoengineering: Solar radiation management and its implications for intergenerational equity,"Introduction. As David Victor recently observed, climate geoengineering, broadly defined as “the deliberate large-scale manipulation of the planetary environment to counteract anthropogenic climate change,” was once viewed as “a freak show in otherwise serious discussions of climate science and policy.” However, in the past few years, the feckless response of the world community to burgeoning greenhouse gas emissionshas led to increasingly serious consideration of geoengineering as a potential means to avoid a “climate emergency,” such as rapid melting of the Greenland and West Antarctic ice sheets, or as a stopgap measure to buy time for effective emissions mitigation responses. Indeed, a number of recent studies indicate that geoengineering schemes could potentially mitigate the climatic impacts associated with a doubling of atmospheric carbon dioxide levels from preindustrial levels. However, many policy makers and commentators, even including some who have signaled tentative support for geoengineering options, have expressed serious reservations. Most of the focus of these concerns has been on intragenerational considerations associated with the two major categories of geoengineering, solar radiation management (SRM) and carbon dioxide removal (CDR) schemes. For example, several recent studies have concluded that stratospheric sulfate aerosol injection, perhaps the most widely discussed SRM scheme, could lead to a substantial reduction in precipitation in monsoon regions in East and South-East Asia and Africa. This could result in a severe reduction in monsoonal intensity, potentially undermining the food security of 2 billion people in the region. Diebacks of tropics forests could also be triggered by substantial precipitation declines in the Amazon and Congo valleys. Additionally, sulfate aerosol loading of the atmosphere could accelerate the hydroxyl-catalyzed ozone depstructure cycles, resulting in significant depletion of the stratospheric ozone layer. For example, a recent study concluded that sulfate aerosol loading could result in an annual 4.5 percent decrease in stratospheric ozone levels, more than the annual mean global total loss due to the emission of anthropogenic ozone depleting substances in recent years. Several studies have also indicated that ocean iron fertilization, a CDR approach, could undermine biological productivity in non-fertilized regions, cause widespread eutrophication and anoxia, and stimulate toxic algal blooms. © Cambridge University Press 2013.",2010,,Yes (1)
"Carbon sequestration: Methods, modeling and impacts","Carbon plays an important role in supporting life and all living organisms are based on the carbon atom. Among the common elements of the earth's surface, the carbon atom is one of few that can form long organic chains and rings: this ability is the foundation of organic chemistry. In this book, the role of the plant residues in the carbon sequestration is discussed throughout plant tissue stabilization in soil, giving a new approach and understanding of the plant residue conservation in soil. This book also evaluates the changes of properties in olivine generated by mechanical activation, its adsorption properties for carbon dioxide and mechanical carbonation of olivine by dry and wet mode. Furthermore, forestry based carbon emissions offset projects have potential to both mitigate climate change and foster sustainable forest management. While experts generally agree that increased concentrations of greenhouse gases (GHGs) in the atmosphere will result in changes in the earth's climate, there is considerable attention to the possibility of using forests as a means of sequestering and reducing emissions of carbon dioxide in the atmosphere. This book provides an understanding of the role that Kakamega forest as well as agro forestry in adjacent farms can play in the mitigation of climate change through carbon sequestration. © 2010 by Nova Science Publishers, Inc. All rights reserved.",2010,,Yes (1)
Considering Carbon Capture and Storage for Energy Generation from Municipal Solid Waste,"Modern waste management practices encourage the recovery of energy from municipal solid waste after efforts to reduce, reuse, and recycle appropriate materials. Energy can be recovered through direct mass burn in a waste-to-energy (WTE) facility or through the collection and combustion of biogas generated in sanitary landfills. Many comparisons have been made although rarely using best practice assumptions for both technologies; WTE proponents tend to assume low collection efficiency while landfill proponents tend to assume low electrical conversion efficiency. In general, WTE plants can be considered to have a better environmental performance (reduced emissions) with landfill having lower total costs (social and environmental). Both strategies have similar costs when considering 77% collection efficiency and a high efficiency (30% electrical conversion) WTE plant that displaces electricity from coal. The introduction of carbon capture and storage (CCS) technologies to waste management changes the landscape by increasing the capital costs and improving the environmental performance. The air emissions are significantly reduced, practically eliminated with oxygen combustion, as the capture of CO(2) requires significant flue gas scrubbing. The introduction of CCS results in a net environmental benefit for WTE plants with a turnaround electricity price of $7/MWh, as compared to landfill gas with capture. The largest environmental cost for WTE plants is the classification of fly ash as chemical waste, which is reduced with oxygen combustion. The net cost of capturing CO(2) from WTE facilities is estimated at $39/t CO(2), one-third of the cost of CO(2) capture from landfills.",2010,Municipal solid waste; Energy; Carbon capture and storage; Economic costs; Climate change,No (2)
